X2,X4,X5,X6,adversaire,score_france,score_adversaire,penalty_france,penalty_adversaire,date,year,outcome,no
22 août 2007,Slovaquie - France,0-1,Match amical,Slovaquie,1,0,NA,NA,2007-08-22,2007,win,6
8 septembre 2007,Italie - France,0-0,Qualifications pour l'Euro 2008,Italie,0,0,NA,NA,2007-09-08,2007,draw,7
12 septembre 2007,France - Écosse,0-1,Qualifications pour l'Euro 2008,Écosse,0,1,NA,NA,2007-09-12,2007,loss,8
13 octobre 2007,Îles Féroé - France,0-6,Qualifications pour l'Euro 2008,Îles Féroé,6,0,NA,NA,2007-10-13,2007,win,9
17 octobre 2007,France - Lituanie,2-0,Qualifications pour l'Euro 2008,Lituanie,2,0,NA,NA,2007-10-17,2007,win,10
16 novembre 2007,France - Maroc,2-2,Match amical,Maroc,2,2,NA,NA,2007-11-16,2007,draw,11
21 novembre 2007,Ukraine - France,2-2,Qualifications pour l'Euro 2008,Ukraine,2,2,NA,NA,2007-11-21,2007,draw,12
6 février 2008,Espagne - France,1-0,Match amical,Espagne,0,1,NA,NA,2008-02-06,2008,loss,1
26 mars 2008,France - Angleterre,1-0,Match amical,Angleterre,1,0,NA,NA,2008-03-26,2008,win,2
27 mai 2008,France - Équateur,2-0,Match amical,Équateur,2,0,NA,NA,2008-05-27,2008,win,3
31 mai 2008,France - Paraguay,0-0,Match amical,Paraguay,0,0,NA,NA,2008-05-31,2008,draw,4
3 juin 2008,France - Colombie,1-0,Match amical,Colombie,1,0,NA,NA,2008-06-03,2008,win,5
9 juin 2008,Roumanie - France,0-0,Euro 2008 (Groupe C),Roumanie,0,0,NA,NA,2008-06-09,2008,draw,6
13 juin 2008,Pays-Bas - France,4-1,Euro 2008 (Groupe C),Pays-Bas,1,4,NA,NA,2008-06-13,2008,loss,7
17 juin 2008,France - Italie,0-2,Euro 2008 (Groupe C),Italie,0,2,NA,NA,2008-06-17,2008,loss,8
20 août 2008,Suède - France,2-3,Match amical,Suède,3,2,NA,NA,2008-08-20,2008,win,9
6 septembre 2008,Autriche - France,3-1,Qualifications pour la Coupe du monde 2010,Autriche,1,3,NA,NA,2008-09-06,2008,loss,10
10 septembre 2008,France - Serbie,2-1,Qualifications pour la Coupe du monde 2010,Serbie,2,1,NA,NA,2008-09-10,2008,win,11
11 octobre 2008,Roumanie - France,2-2,Qualifications pour la Coupe du monde 2010,Roumanie,2,2,NA,NA,2008-10-11,2008,draw,12
14 octobre 2008,France - Tunisie,3-1,Match amical,Tunisie,3,1,NA,NA,2008-10-14,2008,win,13
19 novembre 2008,France - Uruguay,0-0,Match amical,Uruguay,0,0,NA,NA,2008-11-19,2008,draw,14
11 février 2009,France - Argentine,0-2,Match amical,Argentine,0,2,NA,NA,2009-02-11,2009,loss,1
28 mars 2009,Lituanie - France,0-1,Qualifications pour la Coupe du monde 2010,Lituanie,1,0,NA,NA,2009-03-28,2009,win,2
1er avril 2009,France - Lituanie,1-0,Qualifications pour la Coupe du monde 2010,Lituanie,1,0,NA,NA,2009-04-01,2009,win,3
2 juin 2009,France - Nigeria,0-1,Match amical,Nigeria,0,1,NA,NA,2009-06-02,2009,loss,4
5 juin 2009,France - Turquie,1-0,Match amical,Turquie,1,0,NA,NA,2009-06-05,2009,win,5
12 août 2009,Îles Féroé - France,0-1,Qualifications pour la Coupe du monde 2010,Îles Féroé,1,0,NA,NA,2009-08-12,2009,win,6
5 septembre 2009,France - Roumanie,1-1,Qualifications pour la Coupe du monde 2010,Roumanie,1,1,NA,NA,2009-09-05,2009,draw,7
9 septembre 2009,Serbie - France,1-1,Qualifications pour la Coupe du monde 2010,Serbie,1,1,NA,NA,2009-09-09,2009,draw,8
10 octobre 2009,France - Îles Féroé,5-0,Qualifications pour la Coupe du monde 2010,Îles Féroé,5,0,NA,NA,2009-10-10,2009,win,9
14 octobre 2009,France - Autriche,3-1,Qualifications pour la Coupe du monde 2010,Autriche,3,1,NA,NA,2009-10-14,2009,win,10
14 novembre 2009,Irlande - France,0-1,Qualifications pour la Coupe du monde 2010 (Barrage aller),Irlande,1,0,NA,NA,2009-11-14,2009,win,11
18 novembre 2009,France - Irlande,1-1 ap,Qualifications pour la Coupe du monde 2010 (Barrage retour),Irlande,1,1,NA,NA,2009-11-18,2009,draw,12
3 mars 2010,France - Espagne,0-2,Match amical,Espagne,0,2,NA,NA,2010-03-03,2010,loss,1
26 mai 2010,France - Costa Rica,2-1,Match amical,Costa Rica,2,1,NA,NA,2010-05-26,2010,win,2
30 mai 2010,Tunisie - France,1-1,Match amical,Tunisie,1,1,NA,NA,2010-05-30,2010,draw,3
4 juin 2010,France - Chine,0-1,Match amical,Chine,0,1,NA,NA,2010-06-04,2010,loss,4
11 juin 2010,Uruguay - France,0-0,Coupe du monde 2010 (Groupe A),Uruguay,0,0,NA,NA,2010-06-11,2010,draw,5
17 juin 2010,France - Mexique,0-2,Coupe du monde 2010 (Groupe A),Mexique,0,2,NA,NA,2010-06-17,2010,loss,6
22 juin 2010,France - Afrique du Sud,1-2,Coupe du monde 2010 (Groupe A),Afrique du Sud,1,2,NA,NA,2010-06-22,2010,loss,7
11 août 2010,Norvège - France,2-1,Match amical,Norvège,1,2,NA,NA,2010-08-11,2010,loss,8
3 septembre 2010,France - Biélorussie,0-1,Qualifications pour l'Euro 2012,Biélorussie,0,1,NA,NA,2010-09-03,2010,loss,9
7 septembre 2010,Bosnie-Herzégovine - France,0-2,Qualifications pour l'Euro 2012,Bosnie-Herzégovine,2,0,NA,NA,2010-09-07,2010,win,10
9 octobre 2010,France - Roumanie,2-0,Qualifications pour l'Euro 2012,Roumanie,2,0,NA,NA,2010-10-09,2010,win,11
12 octobre 2010,France - Luxembourg,2-0,Qualifications pour l'Euro 2012,Luxembourg,2,0,NA,NA,2010-10-12,2010,win,12
17 novembre 2010,Angleterre - France,1-2,Match amical,Angleterre,2,1,NA,NA,2010-11-17,2010,win,13
9 février 2011,France - Brésil,1-0,Match amical,Brésil,1,0,NA,NA,2011-02-09,2011,win,1
25 mars 2011,Luxembourg - France,0-2,Qualifications pour l'Euro 2012,Luxembourg,2,0,NA,NA,2011-03-25,2011,win,2
29 mars 2011,France - Croatie,0-0,Match amical,Croatie,0,0,NA,NA,2011-03-29,2011,draw,3
3 juin 2011,Biélorussie - France,1-1,Qualifications pour l'Euro 2012,Biélorussie,1,1,NA,NA,2011-06-03,2011,draw,4
6 juin 2011,Ukraine - France,1-4,Match amical,Ukraine,4,1,NA,NA,2011-06-06,2011,win,5
9 juin 2011,Pologne - France,0-1,Match amical,Pologne,1,0,NA,NA,2011-06-09,2011,win,6
10 août 2011,France - Chili,1-1,Match amical,Chili,1,1,NA,NA,2011-08-10,2011,draw,7
2 septembre 2011,Albanie - France,1-2,Qualifications pour l'Euro 2012,Albanie,2,1,NA,NA,2011-09-02,2011,win,8
6 septembre 2011,Roumanie - France,0-0,Qualifications pour l'Euro 2012,Roumanie,0,0,NA,NA,2011-09-06,2011,draw,9
7 octobre 2011,France - Albanie,3-0,Qualifications pour l'Euro 2012,Albanie,3,0,NA,NA,2011-10-07,2011,win,10
11 octobre 2011,France - Bosnie-Herzégovine,1-1,Qualifications pour l'Euro 2012,Bosnie-Herzégovine,1,1,NA,NA,2011-10-11,2011,draw,11
11 novembre 2011,France - États-Unis,1-0,Match amical,États-Unis,1,0,NA,NA,2011-11-11,2011,win,12
15 novembre 2011,France - Belgique,0-0,Match amical,Belgique,0,0,NA,NA,2011-11-15,2011,draw,13
29 février 2012,Allemagne - France,1-2,Match amical,Allemagne,2,1,NA,NA,2012-02-29,2012,win,1
27 mai 2012,France - Islande,3-2,Match amical,Islande,3,2,NA,NA,2012-05-27,2012,win,2
31 mai 2012,France - Serbie,2-0,Match amical,Serbie,2,0,NA,NA,2012-05-31,2012,win,3
5 juin 2012,France - Estonie,4-0,Match amical,Estonie,4,0,NA,NA,2012-06-05,2012,win,4
11 juin 2012,France - Angleterre,1-1,Euro 2012 (Groupe D),Angleterre,1,1,NA,NA,2012-06-11,2012,draw,5
15 juin 2012,Ukraine - France,0-2,Euro 2012 (Groupe D),Ukraine,2,0,NA,NA,2012-06-15,2012,win,6
19 juin 2012,France - Suède,0-2,Euro 2012 (Groupe D),Suède,0,2,NA,NA,2012-06-19,2012,loss,7
23 juin 2012,Espagne - France,2-0,Euro 2012 (Quart de finale),Espagne,0,2,NA,NA,2012-06-23,2012,loss,8
15 août 2012,France - Uruguay,0-0,Match amical,Uruguay,0,0,NA,NA,2012-08-15,2012,draw,9
7 septembre 2012,Finlande - France,0-1,Qualifications pour la Coupe du monde 2014,Finlande,1,0,NA,NA,2012-09-07,2012,win,10
11 septembre 2012,France - Biélorussie,3-1,Qualifications pour la Coupe du monde 2014,Biélorussie,3,1,NA,NA,2012-09-11,2012,win,11
12 octobre 2012,France - Japon,0-1,Match amical,Japon,0,1,NA,NA,2012-10-12,2012,loss,12
16 octobre 2012,Espagne - France,1-1,Qualifications pour la Coupe du monde 2014,Espagne,1,1,NA,NA,2012-10-16,2012,draw,13
14 novembre 2012,Italie - France,1-2,Match amical,Italie,2,1,NA,NA,2012-11-14,2012,win,14
6 février 2013,France - Allemagne,1-2,Match amical,Allemagne,1,2,NA,NA,2013-02-06,2013,loss,1
22 mars 2013,France - Géorgie,3-1,Qualifications pour la Coupe du monde 2014,Géorgie,3,1,NA,NA,2013-03-22,2013,win,2
26 mars 2013,France - Espagne,0-1,Qualifications pour la Coupe du monde 2014,Espagne,0,1,NA,NA,2013-03-26,2013,loss,3
5 juin 2013,Uruguay - France,1-0,Match amical,Uruguay,0,1,NA,NA,2013-06-05,2013,loss,4
9 juin 2013,Brésil - France,3-0,Match amical,Brésil,0,3,NA,NA,2013-06-09,2013,loss,5
14 août 2013,Belgique - France,0-0,Match amical,Belgique,0,0,NA,NA,2013-08-14,2013,draw,6
6 septembre 2013,Géorgie - France,0-0,Qualifications pour la Coupe du monde 2014,Géorgie,0,0,NA,NA,2013-09-06,2013,draw,7
10 septembre 2013,Biélorussie - France,2-4,Qualifications pour la Coupe du monde 2014,Biélorussie,4,2,NA,NA,2013-09-10,2013,win,8
11 octobre 2013,France - Australie,6-0,Match amical,Australie,6,0,NA,NA,2013-10-11,2013,win,9
15 octobre 2013,France - Finlande,3-0,Qualifications pour la Coupe du monde 2014,Finlande,3,0,NA,NA,2013-10-15,2013,win,10
15 novembre 2013,Ukraine - France,2-0,Qualifications pour la Coupe du monde 2014 (Barrage aller),Ukraine,0,2,NA,NA,2013-11-15,2013,loss,11
19 novembre 2013,France - Ukraine,3-0,Qualifications pour la Coupe du monde 2014 (Barrage retour),Ukraine,3,0,NA,NA,2013-11-19,2013,win,12
5 mars 2014,France - Pays-Bas,2-0,Match amical,Pays-Bas,2,0,NA,NA,2014-03-05,2014,win,1
27 mai 2014,France - Norvège,4-0,Match amical,Norvège,4,0,NA,NA,2014-05-27,2014,win,2
1er juin 2014,France - Paraguay,1-1,Match amical,Paraguay,1,1,NA,NA,2014-06-01,2014,draw,3
8 juin 2014,France - Jamaïque,8-0,Match amical,Jamaïque,8,0,NA,NA,2014-06-08,2014,win,4
15 juin 2014,France - Honduras,3-0,Coupe du monde 2014 (Groupe E),Honduras,3,0,NA,NA,2014-06-15,2014,win,5
20 juin 2014,Suisse - France,2-5,Coupe du monde 2014 (Groupe E),Suisse,5,2,NA,NA,2014-06-20,2014,win,6
25 juin 2014,Équateur - France,0-0,Coupe du monde 2014 (Groupe E),Équateur,0,0,NA,NA,2014-06-25,2014,draw,7
30 juin 2014,France - Nigeria,2-0,Coupe du monde 2014 (Huitième de finale),Nigeria,2,0,NA,NA,2014-06-30,2014,win,8
4 juillet 2014,France - Allemagne,0-1,Coupe du monde 2014 (Quart de finale),Allemagne,0,1,NA,NA,2014-07-04,2014,loss,9
4 septembre 2014,France - Espagne,1-0,Match amical,Espagne,1,0,NA,NA,2014-09-04,2014,win,10
7 septembre 2014,Serbie - France,1-1,Match amical,Serbie,1,1,NA,NA,2014-09-07,2014,draw,11
11 octobre 2014,France - Portugal,2-1,Match amical,Portugal,2,1,NA,NA,2014-10-11,2014,win,12
14 octobre 2014,Arménie - France,0-3,Match amical,Arménie,3,0,NA,NA,2014-10-14,2014,win,13
14 novembre 2014,France - Albanie,1-1,Match amical,Albanie,1,1,NA,NA,2014-11-14,2014,draw,14
18 novembre 2014,France - Suède,1-0,Match amical,Suède,1,0,NA,NA,2014-11-18,2014,win,15
26 mars 2015,France - Brésil,1-3,Match amical,Brésil,1,3,NA,NA,2015-03-26,2015,loss,1
29 mars 2015,France - Danemark,2-0,Match amical,Danemark,2,0,NA,NA,2015-03-29,2015,win,2
7 juin 2015,France - Belgique,3-4,Match amical,Belgique,3,4,NA,NA,2015-06-07,2015,loss,3
13 juin 2015,Albanie - France,1-0,Match amical,Albanie,0,1,NA,NA,2015-06-13,2015,loss,4
4 septembre 2015,Portugal - France,0-1,Match amical,Portugal,1,0,NA,NA,2015-09-04,2015,win,5
7 septembre 2015,France - Serbie,2-1,Match amical,Serbie,2,1,NA,NA,2015-09-07,2015,win,6
8 octobre 2015,France - Arménie,4-0,Match amical,Arménie,4,0,NA,NA,2015-10-08,2015,win,7
11 octobre 2015,Danemark - France,1-2,Match amical,Danemark,2,1,NA,NA,2015-10-11,2015,win,8
13 novembre 2015,France - Allemagne,2-0,Match amical,Allemagne,2,0,NA,NA,2015-11-13,2015,win,9
17 novembre 2015,Angleterre - France,2-0,Match amical,Angleterre,0,2,NA,NA,2015-11-17,2015,loss,10
25 mars 2016,Pays-Bas - France[76],2-3,Match amical,Pays-Bas,3,2,NA,NA,2016-03-25,2016,win,1
29 mars 2016,France - Russie,4-2,Match amical,Russie,4,2,NA,NA,2016-03-29,2016,win,2
30 mai 2016,France - Cameroun,3-2,Match amical,Cameroun,3,2,NA,NA,2016-05-30,2016,win,3
4 juin 2016,France - Écosse,3-0,Match amical,Écosse,3,0,NA,NA,2016-06-04,2016,win,4
10 juin 2016,France - Roumanie,2-1,Euro 2016 (Groupe A),Roumanie,2,1,NA,NA,2016-06-10,2016,win,5
15 juin 2016,France - Albanie,2-0,Euro 2016 (Groupe A),Albanie,2,0,NA,NA,2016-06-15,2016,win,6
19 juin 2016,Suisse - France,0-0,Euro 2016 (Groupe A),Suisse,0,0,NA,NA,2016-06-19,2016,draw,7
26 juin 2016,France - Irlande,2-1,Euro 2016 (Huitième de finale),Irlande,2,1,NA,NA,2016-06-26,2016,win,8
3 juillet 2016,France - Islande,5-2,Euro 2016 (Quart de finale),Islande,5,2,NA,NA,2016-07-03,2016,win,9
7 juillet 2016,Allemagne - France,0-2,Euro 2016 (Demi-finale),Allemagne,2,0,NA,NA,2016-07-07,2016,win,10
10 juillet 2016,Portugal - France,1-0 ap,Euro 2016 (Finale),Portugal,0,1,NA,NA,2016-07-10,2016,loss,11
1er septembre 2016,Italie - France,1-3,Match amical,Italie,3,1,NA,NA,2016-09-01,2016,win,12
6 septembre 2016,Biélorussie - France,0-0,Qualifications pour la Coupe du monde 2018,Biélorussie,0,0,NA,NA,2016-09-06,2016,draw,13
7 octobre 2016,France - Bulgarie,4-1,Qualifications pour la Coupe du monde 2018,Bulgarie,4,1,NA,NA,2016-10-07,2016,win,14
10 octobre 2016,Pays-Bas - France,0-1,Qualifications pour la Coupe du monde 2018,Pays-Bas,1,0,NA,NA,2016-10-10,2016,win,15
11 novembre 2016,France - Suède,2-1,Qualifications pour la Coupe du monde 2018,Suède,2,1,NA,NA,2016-11-11,2016,win,16
15 novembre 2016,France - Côte d'Ivoire,0-0,Match amical[39],Côte d'Ivoire,0,0,NA,NA,2016-11-15,2016,draw,17
25 mars 2017,Luxembourg - France,1-3,Qualifications pour la Coupe du monde 2018,Luxembourg,3,1,NA,NA,2017-03-25,2017,win,1
28 mars 2017,France - Espagne,0-2,Match amical,Espagne,0,2,NA,NA,2017-03-28,2017,loss,2
2 juin 2017,France - Paraguay,5-0,Match amical,Paraguay,5,0,NA,NA,2017-06-02,2017,win,3
9 juin 2017,Suède - France,2-1,Qualifications pour la Coupe du monde 2018,Suède,1,2,NA,NA,2017-06-09,2017,loss,4
13 juin 2017,France - Angleterre,3-2,Match amical,Angleterre,3,2,NA,NA,2017-06-13,2017,win,5
31 août 2017,France - Pays-Bas,4-0,Qualifications pour la Coupe du monde 2018,Pays-Bas,4,0,NA,NA,2017-08-31,2017,win,6
3 septembre 2017,France - Luxembourg,0-0,Qualifications pour la Coupe du monde 2018,Luxembourg,0,0,NA,NA,2017-09-03,2017,draw,7
7 octobre 2017,Bulgarie - France,0-1,Qualifications pour la Coupe du monde 2018,Bulgarie,1,0,NA,NA,2017-10-07,2017,win,8
10 octobre 2017,France - Biélorussie,2-1,Qualifications pour la Coupe du monde 2018,Biélorussie,2,1,NA,NA,2017-10-10,2017,win,9
10 novembre 2017,France - Pays de Galles,2-0,Match amical,Pays de Galles,2,0,NA,NA,2017-11-10,2017,win,10
14 novembre 2017,Allemagne - France,2-2,Match amical,Allemagne,2,2,NA,NA,2017-11-14,2017,draw,11
23 mars 2018,France - Colombie,2-3,Match amical,Colombie,2,3,NA,NA,2018-03-23,2018,loss,1
27 mars 2018,Russie - France,1-3,Match amical,Russie,3,1,NA,NA,2018-03-27,2018,win,2
28 mai 2018,France - Irlande,2-0,Match amical,Irlande,2,0,NA,NA,2018-05-28,2018,win,3
1er juin 2018,France - Italie,3-1,Match amical,Italie,3,1,NA,NA,2018-06-01,2018,win,4
9 juin 2018,France - États-Unis,1-1,Match amical,États-Unis,1,1,NA,NA,2018-06-09,2018,draw,5
16 juin 2018,France - Australie,2-1,Coupe du monde 2018 (Groupe C),Australie,2,1,NA,NA,2018-06-16,2018,win,6
21 juin 2018,France - Pérou,1-0,Coupe du monde 2018 (Groupe C),Pérou,1,0,NA,NA,2018-06-21,2018,win,7
26 juin 2018,Danemark - France,0-0,Coupe du monde 2018 (Groupe C),Danemark,0,0,NA,NA,2018-06-26,2018,draw,8
